Text,,Price,Mileage,Certified?,Year,Package
"Certified 2014 Toyota Prius Two     Save    $18,999   36,601 mi",Certified 2014 Toyota Prius Two,18999,"36,601",1,2014,Two
"Used 2015 Toyota Prius      Save    $18,000   36,608 mi",Used 2015 Toyota Prius,18000,"36,608",0,2015,
"Certified 2013 Toyota Prius Two     Save    $15,973   36,608 mi",Certified 2013 Toyota Prius Two,15973,"36,608",1,2013,Two
"Used 2013 Toyota Prius Two     Save    $15,900   36,608 mi",Used 2013 Toyota Prius Two,15900,"36,608",0,2013,Two
"Used 2013 Toyota Prius      Save    $17,995   36,622 mi",Used 2013 Toyota Prius,17995,"36,622",0,2013,
"Used 2013 Toyota Prius      Save    $16,495   36,630 mi",Used 2013 Toyota Prius,16495,"36,630",0,2013,
"Used 2013 Toyota Prius PKG 4 NAV BLUETOOTH LOADED     Save    $16,990   36,631 mi",Used 2013 Toyota Prius PKG 4 NAV BLUETOOTH LOADED,16990,"36,631",0,2013,PKG
"Certified 2013 Toyota Prius Three     Save    $18,866   36,637 mi",Certified 2013 Toyota Prius Three,18866,"36,637",1,2013,Three
"Certified 2012 Toyota Prius Three     Save    $18,995   36,642 mi",Certified 2012 Toyota Prius Three,18995,"36,642",1,2012,Three
"Used 2012 Toyota Prius Two     Save    $14,999   36,649 mi",Used 2012 Toyota Prius Two,14999,"36,649",0,2012,Two
"Certified 2013 Toyota Prius Two     Save    $17,350   36,653 mi",Certified 2013 Toyota Prius Two,17350,"36,653",1,2013,Two
"Certified 2012 Toyota Prius Three Model     Save    $14,950   36,656 mi",Certified 2012 Toyota Prius Three Model,14950,"36,656",1,2012,Three
"Used 2013 Toyota Prius Three     Save    $14,989   36,678 mi",Used 2013 Toyota Prius Three,14989,"36,678",0,2013,Three
"Certified 2011 Toyota Prius Prius Two Model     Save    $15,500   36,684 mi",Certified 2011 Toyota Prius Prius Two Model,15500,"36,684",1,2011,Prius
"Used 2013 Toyota Prius W/ BACKUP CAMERA     Save    $16,951   36,693 mi",Used 2013 Toyota Prius W/ BACKUP CAMERA,16951,"36,693",0,2013,W/
"Certified 2013 Toyota Prius Five     Save    $17,318   36,696 mi",Certified 2013 Toyota Prius Five,17318,"36,696",1,2013,Five
"Used 2015 Toyota Prius      Save    $24,000   36,697 mi",Used 2015 Toyota Prius,24000,"36,697",0,2015,
"Used 2013 Toyota Prius Four     Save    $17,995   36,710 mi",Used 2013 Toyota Prius Four,17995,"36,710",0,2013,Four
"Used 2013 Toyota Prius Three     Save    $17,995   36,728 mi",Used 2013 Toyota Prius Three,17995,"36,728",0,2013,Three
"Used 2013 Toyota Prius Three     Save    $17,995   36,728 mi",Used 2013 Toyota Prius Three,17995,"36,728",0,2013,Three
"Certified 2013 Toyota Prius Four Model     Save    $20,500   36,733 mi",Certified 2013 Toyota Prius Four Model,20500,"36,733",1,2013,Four
"Certified 2013 Toyota Prius      Save    $15,495   36,735 mi",Certified 2013 Toyota Prius,15495,"36,735",1,2013,
"Used 2014 Toyota Prius Two     Save    $15,000   36,752 mi",Used 2014 Toyota Prius Two,15000,"36,752",0,2014,Two
"Used 2013 Toyota Prius Two     Save    $17,988   36,756 mi",Used 2013 Toyota Prius Two,17988,"36,756",0,2013,Two
"Certified 2015 Toyota Prius Two     Save    $18,509   36,762 mi",Certified 2015 Toyota Prius Two,18509,"36,762",1,2015,Two
"Used 2015 Toyota Prius Two     Save    $17,991   36,762 mi",Used 2015 Toyota Prius Two,17991,"36,762",0,2015,Two
"Used 2013 Toyota Prius Two     Save    $15,980   36,773 mi",Used 2013 Toyota Prius Two,15980,"36,773",0,2013,Two
"Certified 2014 Toyota Prius Four Model     Save    $17,995   36,777 mi",Certified 2014 Toyota Prius Four Model,17995,"36,777",1,2014,Four
"Certified 2013 Toyota Prius Two Model     Save    $17,500   36,784 mi",Certified 2013 Toyota Prius Two Model,17500,"36,784",1,2013,Two
"Used 2014 Toyota Prius      Save    $17,488   36,800 mi",Used 2014 Toyota Prius,17488,"36,800",0,2014,
"Certified 2013 Toyota Prius Two     Save    $15,988   36,801 mi",Certified 2013 Toyota Prius Two,15988,"36,801",1,2013,Two
"Certified 2014 Toyota Prius Two Model     Save    $18,995   36,802 mi",Certified 2014 Toyota Prius Two Model,18995,"36,802",1,2014,Two
"Certified 2013 Toyota Prius Three Model     Save    $21,609   36,803 mi",Certified 2013 Toyota Prius Three Model,21609,"36,803",1,2013,Three
"Used 2013 Toyota Prius Two     Save    $14,998   36,805 mi",Used 2013 Toyota Prius Two,14998,"36,805",0,2013,Two
"Certified 2013 Toyota Prius Three Model     Save    $17,988   36,814 mi",Certified 2013 Toyota Prius Three Model,17988,"36,814",1,2013,Three
"Used 2012 Toyota Prius BLUETOOTH LOADED     Save    $14,990   36,822 mi",Used 2012 Toyota Prius BLUETOOTH LOADED,14990,"36,822",0,2012,BLUETOOTH
"Used 2013 Toyota Prius Two     Save    $15,997   36,833 mi",Used 2013 Toyota Prius Two,15997,"36,833",0,2013,Two
"Certified 2013 Toyota Prius Three     Save    $19,988   36,836 mi",Certified 2013 Toyota Prius Three,19988,"36,836",1,2013,Three
"Certified 2012 Toyota Prius Three     Save    $17,888   36,836 mi",Certified 2012 Toyota Prius Three,17888,"36,836",1,2012,Three
"Used 2013 Toyota Prius One     Save    $14,499   36,855 mi",Used 2013 Toyota Prius One,14499,"36,855",0,2013,One
"Used 2014 Toyota Prius      Save    $19,990   36,870 mi",Used 2014 Toyota Prius,19990,"36,870",0,2014,
"Used 2014 Toyota Prius      Save    $17,988   36,901 mi",Used 2014 Toyota Prius,17988,"36,901",0,2014,
"Used 2013 Toyota Prius Five     Save    $18,990   36,909 mi",Used 2013 Toyota Prius Five,18990,"36,909",0,2013,Five
"Certified 2013 Toyota Prius PERSONA SERIES     Save    $17,975   36,914 mi",Certified 2013 Toyota Prius PERSONA SERIES,17975,"36,914",1,2013,PERSONA
"Certified 2013 Toyota Prius Three     Save    $18,888   36,923 mi",Certified 2013 Toyota Prius Three,18888,"36,923",1,2013,Three
"Used 2013 Toyota Prius Five     Save    $16,990   36,989 mi",Used 2013 Toyota Prius Five,16990,"36,989",0,2013,Five
"Certified 2014 Toyota Prius Three     Save    $17,995   36,995 mi",Certified 2014 Toyota Prius Three,17995,"36,995",1,2014,Three
"Used 2012 Toyota Prius      Save    $14,997   36,997 mi",Used 2012 Toyota Prius,14997,"36,997",0,2012,
"Used 2013 Toyota Prius      Save    $17,999   37,008 mi",Used 2013 Toyota Prius,17999,"37,008",0,2013,
"Used 2013 Toyota Prius Four     Save    $17,500   37,009 mi",Used 2013 Toyota Prius Four,17500,"37,009",0,2013,Four
"Certified 2013 Toyota Prius Two     Save    $18,995   37,015 mi",Certified 2013 Toyota Prius Two,18995,"37,015",1,2013,Two
"Used 2012 Toyota Prius Four     Save    $15,977   37,032 mi",Used 2012 Toyota Prius Four,15977,"37,032",0,2012,Four
"Used 2015 Toyota Prius Persona Series Special Edition     Save    $16,800   37,039 mi",Used 2015 Toyota Prius Persona Series Special Edition,16800,"37,039",0,2015,Persona
"Used 2014 Toyota Prius Two     Save    $16,989   37,056 mi",Used 2014 Toyota Prius Two,16989,"37,056",0,2014,Two
"Used 2013 Toyota Prius Two     Save    $19,995   37,069 mi",Used 2013 Toyota Prius Two,19995,"37,069",0,2013,Two
"Certified 2015 Toyota Prius Two     Save    $16,941   37,070 mi",Certified 2015 Toyota Prius Two,16941,"37,070",1,2015,Two
"Used 2015 Toyota Prius Two     Save    $18,999   37,072 mi",Used 2015 Toyota Prius Two,18999,"37,072",0,2015,Two
"Certified 2014 Toyota Prius Two Model     Save    $18,500   37,075 mi",Certified 2014 Toyota Prius Two Model,18500,"37,075",1,2014,Two
"Used 2013 Toyota Prius Two     Save    $15,041   37,086 mi",Used 2013 Toyota Prius Two,15041,"37,086",0,2013,Two
"Used 2012 Toyota Prius Three     Save    $16,992   37,088 mi",Used 2012 Toyota Prius Three,16992,"37,088",0,2012,Three
"Used 2014 Toyota Prius Two     Save    $14,999   37,093 mi",Used 2014 Toyota Prius Two,14999,"37,093",0,2014,Two
"Used 2014 Toyota Prius Two     Save    $14,999   37,093 mi",Used 2014 Toyota Prius Two,14999,"37,093",0,2014,Two
"Certified 2014 Toyota Prius Three Model     Save    $14,999   37,093 mi",Certified 2014 Toyota Prius Three Model,14999,"37,093",1,2014,Three
"Used 2013 Toyota Prius Three     Save    $16,995   37,096 mi",Used 2013 Toyota Prius Three,16995,"37,096",0,2013,Three
"Certified 2014 Toyota Prius Two Model     Save    $17,188   37,097 mi",Certified 2014 Toyota Prius Two Model,17188,"37,097",1,2014,Two
"Used 2014 Toyota Prius Two     Save    $14,503   37,120 mi",Used 2014 Toyota Prius Two,14503,"37,120",0,2014,Two
"Certified 2013 Toyota Prius Four     Save    $18,791   37,122 mi",Certified 2013 Toyota Prius Four,18791,"37,122",1,2013,Four
"Used 2013 Toyota Prius Two     Save    $14,777   37,123 mi",Used 2013 Toyota Prius Two,14777,"37,123",0,2013,Two
"Certified 2013 Toyota Prius      Save    $15,495   37,141 mi",Certified 2013 Toyota Prius,15495,"37,141",1,2013,
"Used 2012 Toyota Prius Three     Save    $14,977   37,151 mi",Used 2012 Toyota Prius Three,14977,"37,151",0,2012,Three
"Used 2013 Toyota Prius Base     Save    $16,029   37,156 mi",Used 2013 Toyota Prius Base,16029,"37,156",0,2013,Base
"Certified 2013 Toyota Prius      Save    $17,888   37,162 mi",Certified 2013 Toyota Prius,17888,"37,162",1,2013,
"Used 2013 Toyota Prius Three     Save    $15,888   37,167 mi",Used 2013 Toyota Prius Three,15888,"37,167",0,2013,Three
"Used 2014 Toyota Prius Three     Save    $19,999   37,168 mi",Used 2014 Toyota Prius Three,19999,"37,168",0,2014,Three
"Used 2014 Toyota Prius Two     Save    $16,977   37,169 mi",Used 2014 Toyota Prius Two,16977,"37,169",0,2014,Two
"Used 2013 Toyota Prius Three     Save    $14,819   37,178 mi",Used 2013 Toyota Prius Three,14819,"37,178",0,2013,Three
"Used 2010 Toyota Prius II     Save    $14,998   37,179 mi",Used 2010 Toyota Prius II,14998,"37,179",0,2010,II
"Used 2013 Toyota Prius Two     Save    $17,981   37,187 mi",Used 2013 Toyota Prius Two,17981,"37,187",0,2013,Two
"Used 2013 Toyota Prius BLUETOOTH LOADED     Save    $15,990   37,212 mi",Used 2013 Toyota Prius BLUETOOTH LOADED,15990,"37,212",0,2013,BLUETOOTH
"Used 2013 Toyota Prius 3     Save    $17,999   37,215 mi",Used 2013 Toyota Prius 3,17999,"37,215",0,2013,3
"Used 2014 Toyota Prius One     Save    $16,000   37,220 mi",Used 2014 Toyota Prius One,16000,"37,220",0,2014,One
"Used 2015 Toyota Prius Two     Save    $17,155   37,228 mi",Used 2015 Toyota Prius Two,17155,"37,228",0,2015,Two
"Used 2013 Toyota Prius UNSPECIFIED     Save    $16,366   37,230 mi",Used 2013 Toyota Prius UNSPECIFIED,16366,"37,230",0,2013,UNSPECIFIED
"Used 2013 Toyota Prius Three     Save    $16,693   37,236 mi",Used 2013 Toyota Prius Three,16693,"37,236",0,2013,Three
"Certified 2014 Toyota Prius      Save    $18,995   37,242 mi",Certified 2014 Toyota Prius,18995,"37,242",1,2014,
"Certified 2013 Toyota Prius Two     Save    $15,795   37,246 mi",Certified 2013 Toyota Prius Two,15795,"37,246",1,2013,Two
"Used 2014 Toyota Prius      Save    $14,995   37,271 mi",Used 2014 Toyota Prius,14995,"37,271",0,2014,
"Used 2011 Toyota Prius Hatchback V     Save    $15,950   37,273 mi",Used 2011 Toyota Prius Hatchback V,15950,"37,273",0,2011,Hatchback
"Used 2011 Toyota Prius II     Save    $14,500   37,288 mi",Used 2011 Toyota Prius II,14500,"37,288",0,2011,II
"Used 2011 Toyota Prius III     Save    $14,998   37,292 mi",Used 2011 Toyota Prius III,14998,"37,292",0,2011,III
"Used 2013 Toyota Prius Three     Save    $16,000   37,309 mi",Used 2013 Toyota Prius Three,16000,"37,309",0,2013,Three
"Certified 2012 Toyota Prius Three Model     Save    $17,995   37,311 mi",Certified 2012 Toyota Prius Three Model,17995,"37,311",1,2012,Three
"Certified 2013 Toyota Prius Two     Save    $17,995   37,317 mi",Certified 2013 Toyota Prius Two,17995,"37,317",1,2013,Two
"Certified 2013 Toyota Prius PERSONA SERIES SE     Save    $19,591   37,344 mi",Certified 2013 Toyota Prius PERSONA SERIES SE,19591,"37,344",1,2013,PERSONA
"Certified 2013 Toyota Prius Two     Save    $15,647   37,368 mi",Certified 2013 Toyota Prius Two,15647,"37,368",1,2013,Two
"Certified 2013 Toyota Prius Two     Save    $15,998   37,387 mi",Certified 2013 Toyota Prius Two,15998,"37,387",1,2013,Two
"Certified 2014 Toyota Prius Two     Save    $15,988   37,399 mi",Certified 2014 Toyota Prius Two,15988,"37,399",1,2014,Two
"Certified 2013 Toyota Prius IV     Save    $21,995   37,401 mi",Certified 2013 Toyota Prius IV,21995,"37,401",1,2013,IV
"Used 2013 Toyota Prius Three     Save    $16,485   37,401 mi",Used 2013 Toyota Prius Three,16485,"37,401",0,2013,Three
"Certified 2013 Toyota Prius Four Model     Save    $18,995   37,405 mi",Certified 2013 Toyota Prius Four Model,18995,"37,405",1,2013,Four
"Certified 2015 Toyota Prius Two     Save    $16,491   37,408 mi",Certified 2015 Toyota Prius Two,16491,"37,408",1,2015,Two
"Used 2014 Toyota Prius      Save    $16,988   37,417 mi",Used 2014 Toyota Prius,16988,"37,417",0,2014,
"Used 2014 Toyota Prius Two     Save    $15,050   37,419 mi",Used 2014 Toyota Prius Two,15050,"37,419",0,2014,Two
"Certified 2015 Toyota Prius Two     Save    $17,154   37,433 mi",Certified 2015 Toyota Prius Two,17154,"37,433",1,2015,Two
"Certified 2013 Toyota Prius Three     Save    $16,949   37,435 mi",Certified 2013 Toyota Prius Three,16949,"37,435",1,2013,Three
"Certified 2013 Toyota Prius Four     Save    $22,995   37,437 mi",Certified 2013 Toyota Prius Four,22995,"37,437",1,2013,Four
"Used 2014 Toyota Prius One     Save    $14,997   37,439 mi",Used 2014 Toyota Prius One,14997,"37,439",0,2014,One
"Certified 2014 Toyota Prius Two     Save    $16,946   37,446 mi",Certified 2014 Toyota Prius Two,16946,"37,446",1,2014,Two
"Used 2013 Toyota Prius Two     Save    $15,917   37,453 mi",Used 2013 Toyota Prius Two,15917,"37,453",0,2013,Two
"Used 2012 Toyota Prius      Save    $17,988   37,469 mi",Used 2012 Toyota Prius,17988,"37,469",0,2012,
"Certified 2015 Toyota Prius Two Model     Save    $18,995   37,473 mi",Certified 2015 Toyota Prius Two Model,18995,"37,473",1,2015,Two
"Used 2015 Toyota Prius Four     Save    $17,392   37,476 mi",Used 2015 Toyota Prius Four,17392,"37,476",0,2015,Four
"Certified 2014 Toyota Prius Two Model     Save    $18,888   37,477 mi",Certified 2014 Toyota Prius Two Model,18888,"37,477",1,2014,Two
"Certified 2012 Toyota Prius 5d Hatchback     Save    $18,400   37,486 mi",Certified 2012 Toyota Prius 5d Hatchback,18400,"37,486",1,2012,5d
"Certified 2013 Toyota Prius Five     Save    $21,999   37,491 mi",Certified 2013 Toyota Prius Five,21999,"37,491",1,2013,Five
"Used 2013 Toyota Prius Two     Save    $15,333   37,491 mi",Used 2013 Toyota Prius Two,15333,"37,491",0,2013,Two
"Used 2013 Toyota Prius      Save    $19,995   37,521 mi",Used 2013 Toyota Prius,19995,"37,521",0,2013,
"Used 2011 Toyota Prius II     Save    $14,499   37,528 mi",Used 2011 Toyota Prius II,14499,"37,528",0,2011,II
"Used 2013 Toyota Prius Five     Save    $17,300   37,541 mi",Used 2013 Toyota Prius Five,17300,"37,541",0,2013,Five
"Certified 2014 Toyota Prius Two Model     Save    $15,596   37,545 mi",Certified 2014 Toyota Prius Two Model,15596,"37,545",1,2014,Two
"Used 2013 Toyota Prius One     Save    $14,950   37,563 mi",Used 2013 Toyota Prius One,14950,"37,563",0,2013,One
"Used 2013 Toyota Prius Two     Save    $14,623   37,567 mi",Used 2013 Toyota Prius Two,14623,"37,567",0,2013,Two
"Certified 2013 Toyota Prius Two     Save    $15,981   37,581 mi",Certified 2013 Toyota Prius Two,15981,"37,581",1,2013,Two
"Certified 2014 Toyota Prius Two     Save    $14,901   37,582 mi",Certified 2014 Toyota Prius Two,14901,"37,582",1,2014,Two
"Used 2012 Toyota Prius Two     Save    $14,497   37,583 mi",Used 2012 Toyota Prius Two,14497,"37,583",0,2012,Two
"Certified 2012 Toyota Prius Two Model     Save    $16,346   37,589 mi",Certified 2012 Toyota Prius Two Model,16346,"37,589",1,2012,Two
"Certified 2012 Toyota Prius Two     Save    $15,990   37,591 mi",Certified 2012 Toyota Prius Two,15990,"37,591",1,2012,Two
"Certified 2013 Toyota Prius Four Model     Save    $18,288   37,601 mi",Certified 2013 Toyota Prius Four Model,18288,"37,601",1,2013,Four
"Used 2013 Toyota Prius Two     Save    $18,000   37,613 mi",Used 2013 Toyota Prius Two,18000,"37,613",0,2013,Two
"Used 2013 Toyota Prius Three     Save    $15,991   37,635 mi",Used 2013 Toyota Prius Three,15991,"37,635",0,2013,Three
"Used 2014 Toyota Prius      Save    $14,999   37,647 mi",Used 2014 Toyota Prius,14999,"37,647",0,2014,
"Used 2013 Toyota Prius PERSONA     Save    $18,188   37,658 mi",Used 2013 Toyota Prius PERSONA,18188,"37,658",0,2013,PERSONA
"Used 2014 Toyota Prius Two     Save    $15,400   37,661 mi",Used 2014 Toyota Prius Two,15400,"37,661",0,2014,Two
"Used 2013 Toyota Prius Three     Save    $16,998   37,665 mi",Used 2013 Toyota Prius Three,16998,"37,665",0,2013,Three
"Used 2013 Toyota Prius Four     Save    $17,897   37,668 mi",Used 2013 Toyota Prius Four,17897,"37,668",0,2013,Four
"Used 2013 Toyota Prius Three     Save    $15,500   37,668 mi",Used 2013 Toyota Prius Three,15500,"37,668",0,2013,Three
"Certified 2012 Toyota Prius Two Model     Save    $17,241   37,681 mi",Certified 2012 Toyota Prius Two Model,17241,"37,681",1,2012,Two
"Certified 2014 Toyota Prius Two     Save    $15,785   37,687 mi",Certified 2014 Toyota Prius Two,15785,"37,687",1,2014,Two
"Certified 2014 Toyota Prius Two Model     Save    $17,500   37,691 mi",Certified 2014 Toyota Prius Two Model,17500,"37,691",1,2014,Two
"Used 2012 Toyota Prius Two     Save    $14,995   37,693 mi",Used 2012 Toyota Prius Two,14995,"37,693",0,2012,Two
"Certified 2013 Toyota Prius Three     Save    $16,810   37,699 mi",Certified 2013 Toyota Prius Three,16810,"37,699",1,2013,Three
"Certified 2013 Toyota Prius Three     Save    $16,810   37,699 mi",Certified 2013 Toyota Prius Three,16810,"37,699",1,2013,Three
"Used 2013 Toyota Prius Two     Save    $14,799   37,708 mi",Used 2013 Toyota Prius Two,14799,"37,708",0,2013,Two
"Used 2012 Toyota Prius Three     Save    $14,490   37,730 mi",Used 2012 Toyota Prius Three,14490,"37,730",0,2012,Three
"Used 2015 Toyota Prius Five     Save    $19,495   37,750 mi",Used 2015 Toyota Prius Five,19495,"37,750",0,2015,Five
"Certified 2013 Toyota Prius Two     Save    $17,991   37,752 mi",Certified 2013 Toyota Prius Two,17991,"37,752",1,2013,Two
"Used 2015 Toyota Prius Three     Save    $17,200   37,754 mi",Used 2015 Toyota Prius Three,17200,"37,754",0,2015,Three
"Certified 2015 Toyota Prius Three     Save    $19,500   37,760 mi",Certified 2015 Toyota Prius Three,19500,"37,760",1,2015,Three
"Certified 2014 Toyota Prius Two Model     Save    $17,926   37,765 mi",Certified 2014 Toyota Prius Two Model,17926,"37,765",1,2014,Two
"Used 2015 Toyota Prius Three     Save    $16,300   37,766 mi",Used 2015 Toyota Prius Three,16300,"37,766",0,2015,Three
"Used 2013 Toyota Prius Two     Save    $18,488   37,775 mi",Used 2013 Toyota Prius Two,18488,"37,775",0,2013,Two
"Certified 2012 Toyota Prius Two Model     Save    $14,900   37,776 mi",Certified 2012 Toyota Prius Two Model,14900,"37,776",1,2012,Two
"Certified 2013 Toyota Prius Two     Save    $16,988   37,787 mi",Certified 2013 Toyota Prius Two,16988,"37,787",1,2013,Two
"Certified 2014 Toyota Prius Three     Save    $15,994   37,803 mi",Certified 2014 Toyota Prius Three,15994,"37,803",1,2014,Three
"Certified 2013 Toyota Prius Two     Save    $15,994   37,810 mi",Certified 2013 Toyota Prius Two,15994,"37,810",1,2013,Two
"Used 2015 Toyota Prius Five     Save    $16,750   37,819 mi",Used 2015 Toyota Prius Five,16750,"37,819",0,2015,Five
"Used 2014 Toyota Prius      Save    $15,995   37,821 mi",Used 2014 Toyota Prius,15995,"37,821",0,2014,
"Used 2014 Toyota Prius Two     Save    $15,977   37,838 mi",Used 2014 Toyota Prius Two,15977,"37,838",0,2014,Two
"Used 2014 Toyota Prius Five     Save    $18,991   37,849 mi",Used 2014 Toyota Prius Five,18991,"37,849",0,2014,Five
"Used 2013 Toyota Prius      Save    $17,595   37,869 mi",Used 2013 Toyota Prius,17595,"37,869",0,2013,
"Used 2013 Toyota Prius Two     Save    $16,500   37,869 mi",Used 2013 Toyota Prius Two,16500,"37,869",0,2013,Two
"Used 2013 Toyota Prius      Save    $15,988   37,876 mi",Used 2013 Toyota Prius,15988,"37,876",0,2013,
"Certified 2013 Toyota Prius Three     Save    $14,977   37,898 mi",Certified 2013 Toyota Prius Three,14977,"37,898",1,2013,Three
"Used 2014 Toyota Prius Two     Save    $14,995   37,908 mi",Used 2014 Toyota Prius Two,14995,"37,908",0,2014,Two
"Used 2011 Toyota Prius II     Save    $14,990   37,911 mi",Used 2011 Toyota Prius II,14990,"37,911",0,2011,II
"Certified 2013 Toyota Prius Two Model     Save    $16,997   37,917 mi",Certified 2013 Toyota Prius Two Model,16997,"37,917",1,2013,Two
"Used 2014 Toyota Prius Three     Save    $17,506   37,931 mi",Used 2014 Toyota Prius Three,17506,"37,931",0,2014,Three
"Used 2013 Toyota Prius Five     Save    $14,998   37,934 mi",Used 2013 Toyota Prius Five,14998,"37,934",0,2013,Five
"Certified 2014 Toyota Prius Two Model     Save    $16,991   37,936 mi",Certified 2014 Toyota Prius Two Model,16991,"37,936",1,2014,Two
"Certified 2013 Toyota Prius Two     Save    $14,587   37,956 mi",Certified 2013 Toyota Prius Two,14587,"37,956",1,2013,Two
"Used 2013 Toyota Prius      Save    $17,900   37,974 mi",Used 2013 Toyota Prius,17900,"37,974",0,2013,
"Used 2013 Toyota Prius Four     Save    $14,981   38,000 mi",Used 2013 Toyota Prius Four,14981,"38,000",0,2013,Four
"Certified 2013 Toyota Prius Two Model     Save    $16,995   38,026 mi",Certified 2013 Toyota Prius Two Model,16995,"38,026",1,2013,Two
"Certified 2011 Toyota Prius II     Save    $14,499   38,041 mi",Certified 2011 Toyota Prius II,14499,"38,041",1,2011,II
"Used 2014 Toyota Prius Two     Save    $14,477   38,054 mi",Used 2014 Toyota Prius Two,14477,"38,054",0,2014,Two
"Certified 2013 Toyota Prius PERSONA NAV CERTIFIED     Save    $18,845   38,063 mi",Certified 2013 Toyota Prius PERSONA NAV CERTIFIED,18845,"38,063",1,2013,PERSONA
"Certified 2013 Toyota Prius Three Model     Save    $19,988   38,093 mi",Certified 2013 Toyota Prius Three Model,19988,"38,093",1,2013,Three
"Certified 2013 Toyota Prius Two     Save    $16,994   38,095 mi",Certified 2013 Toyota Prius Two,16994,"38,095",1,2013,Two
"Certified 2014 Toyota Prius Two HYBRID***TOYOTA CERTIFIED***     Save    $16,000   38,095 mi",Certified 2014 Toyota Prius Two HYBRID***TOYOTA CERTIFIED***,16000,"38,095",1,2014,Two
"Used 2013 Toyota Prius Four     Save    $18,500   38,096 mi",Used 2013 Toyota Prius Four,18500,"38,096",0,2013,Four
"Used 2014 Toyota Prius Three     Save    $15,428   38,105 mi",Used 2014 Toyota Prius Three,15428,"38,105",0,2014,Three
"Certified 2013 Toyota Prius Three     Save    $17,491   38,125 mi",Certified 2013 Toyota Prius Three,17491,"38,125",1,2013,Three
"Certified 2012 Toyota Prius Two Model     Save    $18,987   38,131 mi",Certified 2012 Toyota Prius Two Model,18987,"38,131",1,2012,Two
"Used 2013 Toyota Prius Three     Save    $18,900   38,141 mi",Used 2013 Toyota Prius Three,18900,"38,141",0,2013,Three
"Used 2013 Toyota Prius Three     Save    $18,999   38,142 mi",Used 2013 Toyota Prius Three,18999,"38,142",0,2013,Three
"Used 2011 Toyota Prius II     Save    $15,995   38,150 mi",Used 2011 Toyota Prius II,15995,"38,150",0,2011,II
"Used 2011 Toyota Prius      Save    $16,499   38,164 mi",Used 2011 Toyota Prius,16499,"38,164",0,2011,
"Certified 2012 Toyota Prius Three     Save    $18,987   38,175 mi",Certified 2012 Toyota Prius Three,18987,"38,175",1,2012,Three
"Used 2014 Toyota Prius Four     Save    $20,500   38,177 mi",Used 2014 Toyota Prius Four,20500,"38,177",0,2014,Four
"Certified 2013 Toyota Prius Three     Save    $16,250   38,178 mi",Certified 2013 Toyota Prius Three,16250,"38,178",1,2013,Three
"Certified 2013 Toyota Prius CALL 877-361-1004     Save    $15,741   38,183 mi",Certified 2013 Toyota Prius CALL 877-361-1004,15741,"38,183",1,2013,CALL
"Used 2013 Toyota Prius Two     Save    $17,000   38,190 mi",Used 2013 Toyota Prius Two,17000,"38,190",0,2013,Two
"Used 2011 Toyota Prius      Save    $13,999   38,192 mi",Used 2011 Toyota Prius,13999,"38,192",0,2011,
"Used 2015 Toyota Prius Two     Save    $16,995   38,213 mi",Used 2015 Toyota Prius Two,16995,"38,213",0,2015,Two
"Used 2013 Toyota Prius Two     Save    $15,895   38,228 mi",Used 2013 Toyota Prius Two,15895,"38,228",0,2013,Two
"Certified 2013 Toyota Prius Four     Save    $18,450   38,230 mi",Certified 2013 Toyota Prius Four,18450,"38,230",1,2013,Four
"Used 2013 Toyota Prius Two     Save    $17,999   38,238 mi",Used 2013 Toyota Prius Two,17999,"38,238",0,2013,Two
"Used 2012 Toyota Prius Two     Save    $18,509   38,240 mi",Used 2012 Toyota Prius Two,18509,"38,240",0,2012,Two
"Certified 2014 Toyota Prius      Save    $18,999   38,259 mi",Certified 2014 Toyota Prius,18999,"38,259",1,2014,
"Certified 2012 Toyota Prius Four     Save    $17,988   38,269 mi",Certified 2012 Toyota Prius Four,17988,"38,269",1,2012,Four
"Certified 2015 Toyota Prius Two     Save    $15,994   38,280 mi",Certified 2015 Toyota Prius Two,15994,"38,280",1,2015,Two
"Used 2013 Toyota Prius One     Save    $18,000   38,296 mi",Used 2013 Toyota Prius One,18000,"38,296",0,2013,One
"Certified 2012 Toyota Prius Three Model     Save    $17,183   38,306 mi",Certified 2012 Toyota Prius Three Model,17183,"38,306",1,2012,Three
"Used 2014 Toyota Prius One     Save    $14,502   38,314 mi",Used 2014 Toyota Prius One,14502,"38,314",0,2014,One
"Used 2014 Toyota Prius Two     Save    $16,100   38,316 mi",Used 2014 Toyota Prius Two,16100,"38,316",0,2014,Two
"Certified 2014 Toyota Prius Two Model     Save    $18,499   38,352 mi",Certified 2014 Toyota Prius Two Model,18499,"38,352",1,2014,Two
"Used 2014 Toyota Prius Three     Save    $16,690   38,368 mi",Used 2014 Toyota Prius Three,16690,"38,368",0,2014,Three
"Used 2013 Toyota Prius One     Save    $18,300   38,373 mi",Used 2013 Toyota Prius One,18300,"38,373",0,2013,One
"Used 2013 Toyota Prius Two     Save    $17,691   38,391 mi",Used 2013 Toyota Prius Two,17691,"38,391",0,2013,Two
"Certified 2015 Toyota Prius Two     Save    $18,999   38,421 mi",Certified 2015 Toyota Prius Two,18999,"38,421",1,2015,Two
"Certified 2013 Toyota Prius Four Model     Save    $20,000   38,423 mi",Certified 2013 Toyota Prius Four Model,20000,"38,423",1,2013,Four
